Gene Name	Mean of Geneid Strains	Standard Deviation of Geneid Strains	Group
Y4C6A.4	183.3333	50.0022	6
ceh-74	183.3333	82.0826	6
stn-1	183.3333	86.5807	6
Y54G2A.73	183.3333	88.8832	6
C18D11.1	183.6667	177.3553	6
C14B4.2	183.6667	105.9256	6
W04E12.2	183.6667	85.3398	6
alh-10	183.6667	170.7715	6
F53F10.8	184.0	39.064	6
Y73B6BL.27	184.0	125.4831	6
pals-23	184.0	109.2001	6
sfxn-1.3	184.3333	55.4036	6
F42G4.5	184.3333	120.5137	6
C18H9.6	184.6667	127.1491	6
C17C3.15	184.6667	35.141	6
C35D10.8	184.6667	32.7855	6
B0457.6	184.6667	75.199	6
C09G5.7	184.6667	69.4422	6
T13C5.6	184.6667	46.0821	6
F36G3.1	185.0	129.5711	6
C56C10.6	185.0	87.4109	6
F52F12.8	185.0	11.431	6
C05E11.3	185.3333	110.8071	6
F36D3.5	185.3333	118.9463	6
his-6	185.3333	142.8433	6
hst-2	185.3333	68.7136	6
Y38F2AR.10	185.6667	38.0905	6
C46A5.1	186.0	131.7751	6
mxt-1	186.0	169.7547	6
T16G1.13	186.0	54.412	6
F30H5.3	186.3333	249.4385	6
nas-11	186.3333	170.5566	6
cah-5	186.3333	103.0221	6
C35A11.4	186.6667	106.0953	6
sri-40	186.6667	95.5033	6
mrp-2	187.0	79.2128	6
ZK353.4	187.0	63.6082	6
ceh-32	187.0	190.3541	6
C43H6.4	187.3333	132.3942	6
W09D10.5	187.3333	32.2731	6
F09G2.1	187.3333	126.9759	6
T05C3.6	187.6667	120.3449	6
C09B7.2	187.6667	85.9858	6
Y105C5B.9	187.6667	130.9563	6
C30F12.5	187.6667	165.7032	6
K08D8.4	187.6667	134.6955	6
mom-1	188.0	55.6836	6
zig-7	188.0	129.8307	6
Y46G5A.14	188.3333	40.4502	6
klp-4	188.3333	153.7668	6
C33H5.13	188.3333	107.2453	6
F36A2.11	188.3333	61.1137	6
mec-12	188.3333	204.7378	6
Y62E10A.20	188.6667	109.6124	6
fbxb-10	188.6667	180.8578	6
F38C2.7	189.0	132.1439	6
T04G9.4	189.0	171.1218	6
F02E9.1	189.0	89.8777	6
wrt-1	189.3333	265.6393	6
nhr-35	189.3333	107.9516	6
Y66D12A.24	189.3333	53.3312	6
B0303.14	189.6667	157.8614	6
F54F2.7	189.6667	14.6591	6
Y66A7A.9	189.6667	33.9935	6
gro-1	190.0	108.8577	6
metl-5	190.0	30.5396	6
C49A1.10	190.0	133.0965	6
K09C4.10	190.0	97.7787	6
C06G4.4	190.0	87.8901	6
M05B5.3	190.3333	48.5821	6
gid-2	190.3333	165.1208	6
dex-1	190.3333	170.6777	6
eat-16	190.6667	102.1839	6
T23B5.4	191.0	33.7441	6
F11D5.1	191.0	100.5286	6
set-20	191.0	89.3346	6
ugt-29	191.0	89.0955	6
F59F4.3	191.0	67.3102	6
sfxn-5	191.3333	173.0016	6
col-38	191.3333	88.5149	6
asp-12	191.3333	101.3816	6
gst-4	191.6667	188.5671	6
zmp-4	191.6667	151.9415	6
C31H5.6	191.6667	91.5945	6
Y73B6BL.31	192.0	104.6518	6
ugt-41	192.0	211.8364	6
K05F6.4	192.0	157.4039	6
cox-10	192.0	29.0287	6
Y69E1A.8	192.0	52.4849	6
fbxa-153	192.0	46.7832	6
ZK154.4	192.0	57.2887	6
C08A9.10	192.3333	91.9505	6
btb-2	192.6667	19.6186	6
F59A1.15	193.0	103.502	6
dcar-1	193.0	173.2878	6
tyr-2	193.0	117.3826	6
src-2	193.0	55.2509	6
T02G6.5	193.0	77.2399	6
D1054.1	193.3333	66.2437	6
Y49A10A.2	193.3333	148.984	6
F58H1.5	193.6667	103.3097	6
F40B5.2	193.6667	80.9705	6
T04B2.7	193.6667	133.2325	6
spp-2	193.6667	132.6457	6
T05A12.4	193.6667	119.2318	6
C34F6.9	193.6667	131.8897	6
gst-19	194.0	79.4019	6
F26E4.5	194.0	101.4199	6
pmp-1	194.3333	138.3771	6
acs-7	194.3333	163.3	6
K09G1.2	194.3333	45.7335	6
ethe-1	194.6667	120.4778	6
C16C8.14	194.6667	75.7819	6
cpd-1	194.6667	104.9645	6
nhr-28	195.0	88.4345	6
tsp-8	195.0	132.7429	6
C24H11.5	195.0	55.3052	6
unk-1	195.3333	133.39	6
T09F3.4	195.3333	121.7438	6
nit-1	195.3333	189.072	6
ZK550.2	195.3333	89.3172	6
ZK418.2	195.3333	21.0766	6
C47E12.11	195.6667	144.6935	6
set-18	195.6667	173.713	6
F10G8.8	195.6667	195.1176	6
gtf-2A2	195.6667	58.835	6
F53A2.3	196.0	98.9983	6
C16H3.3	196.0	179.5791	6
nhr-133	196.3333	42.0899	6
C49C8.5	196.3333	165.8942	6
C55A6.12	196.6667	167.5894	6
T19D12.5	196.6667	96.4031	6
W02D7.4	196.6667	26.8866	6
C35D6.4	196.6667	132.5653	6
R07H5.11	197.0	95.4673	6
cysl-4	197.0	41.0447	6
C07G1.6	197.0	39.37	6
vab-19	197.0	89.8777	6
K03H1.9	197.0	34.4093	6
srp-1	197.3333	156.9742	6
C23F12.4	197.3333	72.4676	6
vab-2	197.3333	101.7	6
Y94H6A.12	197.6667	8.1786	6
Y39G8C.2	197.6667	69.5909	6
F42C5.5	197.6667	131.0072	6
C16A11.10	198.0	57.2014	6
K03A11.1	198.0	137.3341	6
W04A8.5	198.0	137.7994	6
C15F1.5	198.3333	73.6946	6
tom-1	198.3333	107.0337	6
ZK228.3	198.3333	131.439	6
Y47G6A.5	198.6667	107.8033	6
C47D12.5	198.6667	51.545	6
Y53F4B.24	199.0	70.2045	6
picd-1	199.0	81.3183	6
K10D3.6	199.0	272.9872	6
F42G10.1	199.3333	160.2172	6
W03B1.5	199.3333	71.4718	6
W06A7.2	199.3333	117.6445	6
rege-1	199.3333	99.5668	6
ceh-86	199.6667	134.7895	6
ptp-1	200.0	105.5651	6
pqm-1	200.3333	141.9609	6
acox-1.3	200.3333	128.9711	6
Y47G6A.3	200.3333	77.2802	6
sma-4	200.6667	70.3436	6
ctsa-4.2	200.6667	141.5635	6
ced-11	200.6667	213.3391	6
anmt-2	200.6667	162.7193	6
ceeh-1	200.6667	145.6259	6
Y71G12B.23	201.0	76.1446	6
ppat-1	201.0	128.499	6
F07F6.7	201.3333	81.8508	6
nhr-228	201.3333	31.6263	6
Y105E8A.25	201.3333	75.8258	6
K09A11.1	201.3333	118.632	6
lir-3	201.3333	78.7076	6
ZK1248.19	201.6667	16.8193	6
B0218.5	201.6667	105.212	6
F15A4.2	201.6667	99.1038	6
nhl-1	201.6667	158.2831	6
C49C8.1	201.6667	82.0014	6
ttr-5	201.6667	93.5818	6
set-15	202.0	115.6057	6
gmeb-1	202.0	99.1598	6
irg-3	202.3333	153.9141	6
ncr-2	202.3333	10.873	6
C50E10.2	202.3333	45.2573	6
Y27F2A.8	202.3333	143.9475	6
F58G6.7	202.3333	109.3049	6
ugt-49	202.6667	127.6567	6
F10D11.6	202.6667	257.7936	6
exc-7	202.6667	72.7293	6
M02B7.7	202.6667	31.3723	6
H01G02.1	203.0	118.9706	6
C49A9.6	203.0	135.8921	6
srap-1	203.0	206.2086	6
col-170	203.3333	136.2163	6
dep-1	203.3333	136.4828	6
C44B7.7	203.3333	76.1679	6
C47A4.1	203.6667	108.6196	6
W01B6.6	203.6667	112.7958	6
ZK856.5	203.6667	86.249	6
noca-2	203.6667	126.6447	6
F21F3.4	204.0	121.0482	6
best-13	204.3333	56.3875	6
C38D9.8	204.3333	157.023	6
sel-15	204.3333	101.0489	6
nac-3	204.3333	80.8675	6
zig-9	204.6667	148.6211	6
Y65B4BL.1	205.0	175.3929	6
prx-5	205.0	151.2107	6
fbxa-216	205.0	74.3012	6
C49H3.4	205.3333	111.9206	6
fbxb-15	205.6667	119.5166	6
ugt-48	206.0	121.8387	6
elt-3	206.0	226.3139	6
F42H10.3	206.3333	140.2886	6
K11D9.3	206.3333	145.5114	6
W10G11.3	206.3333	179.5482	6
W03G11.4	206.3333	195.0322	6
him-19	206.6667	64.5876	6
syg-2	206.6667	141.8364	6
txdc-12.2	206.6667	215.948	6
cdr-2	207.0	136.4282	6
nhr-84	207.0	38.635	6
hrg-10	207.0	25.923	6
Y116A8C.38	207.3333	91.6673	6
ZC328.3	207.3333	93.2035	6
C39F7.5	207.6667	51.2532	6
gnrr-2	208.0	24.0555	6
dhs-27	208.0	117.4252	6
Y46D2A.2	208.0	170.5599	6
unc-25	208.0	205.6745	6
fipr-13	208.0	162.1542	6
C25E10.8	208.3333	120.0065	6
K01G5.10	208.3333	42.0899	6
calu-2	208.3333	122.2084	6
W01D2.3	208.3333	57.2499	6
C55B7.10	208.3333	78.2574	6
Y75B8A.23	208.3333	89.9049	6
rga-2	208.6667	165.4012	6
smcl-1	208.6667	129.8444	6
T27C10.8	208.6667	21.853	6
fbxb-96	209.0	192.1995	6
Y60A3A.21	209.0	121.1638	6
grdn-1	209.0	178.2377	6
nhr-17	209.3333	96.6414	6
mrp-8	209.3333	104.0555	6
dhs-17	209.3333	105.0661	6
Y116A8C.30	209.3333	29.4882	6
ZK930.7	209.6667	80.3423	6
tbc-13	209.6667	19.4822	6
D1025.1	209.6667	131.0581	6
Y43F8C.3	209.6667	121.7219	6
gcc-1	210.0	120.8056	6
cwn-1	210.0	134.6997	6
soc-1	210.0	119.3426	6
F31F6.1	210.3333	29.4882	6
vab-8	210.3333	159.41	6
soem-1	210.3333	72.8209	6
clec-51	210.3333	118.9743	6
abu-14	210.6667	260.5447	6
Y94H6A.7	210.6667	12.5521	6
dhrs-4	210.6667	131.3274	6
erg-28	211.0	82.4662	6
C05D9.3	211.0	140.0309	6
set-10	211.0	99.0387	6
F56D6.20	211.0	64.5032	6
egl-6	211.0	82.1746	6
Y102A5C.2	211.3333	136.324	6
lys-7	211.3333	140.4501	6
cpn-4	211.3333	38.5256	6
Y6G8.2	211.6667	130.5535	6
fos-1	211.6667	146.1331	6
ceh-40	211.6667	133.707	6
tap-1	212.0	128.2212	6
T02H6.7	212.0	16.5731	6
pmp-4	212.0	146.6788	6
ifp-1	212.0	175.1818	6
AC3.5	212.3333	215.8708	6
pqn-48	212.3333	120.1592	6
Y6E2A.10	212.3333	69.3269	6
spon-1	212.6667	180.5405	6
wrt-10	212.6667	275.3051	6
C46H11.2	212.6667	165.3448	6
pqn-68	213.0	11.225	6
oac-9	213.0	70.0333	6
Y37F4.5	213.0	118.9314	6
abt-5	213.0	51.6204	6
Y48C3A.3	213.3333	134.068	6
T28F4.3	213.3333	158.8088	6
K02A6.3	213.3333	35.3113	6
nep-6	213.3333	107.5371	6
bicd-1	213.6667	180.4999	6
C01G6.2	213.6667	71.2991	6
eri-6	213.6667	109.0148	6
ceh-13	213.6667	152.8078	6
dnj-26	214.0	110.5532	6
pad-2	214.0	73.6116	6
ver-3	214.3333	136.8901	6
Y45G5AM.5	214.3333	148.89	6
vps-52	214.6667	117.1732	6
R01B10.3	214.6667	87.2098	6
C05D12.5	214.6667	138.5312	6
fshr-1	215.0	156.5439	6
K08C7.1	215.0	143.1386	6
kin-26	215.0	55.8987	6
C09E7.4	215.0	132.1312	6
efl-3	215.3333	254.7958	6
haf-7	215.3333	96.6414	6
elt-2	215.3333	162.8994	6
F41E6.12	215.3333	191.3537	6
T23C6.4	215.6667	241.5262	6
gba-1	215.6667	148.6928	6
timm-17B.2	215.6667	111.8253	6
C52E4.7	216.0	61.9731	6
T11F8.4	216.0	84.0516	6
Y69A2AR.23	216.0	55.2509	6
Y54G2A.15	216.0	87.4795	6
btb-16	216.0	156.7184	6
C24D10.5	216.3333	61.0701	6
C06A6.2	216.3333	105.787	6
pot-1	216.3333	86.1485	6
C46F11.6	216.3333	99.0028	6
ZK945.4	216.6667	144.3845	6
pry-1	216.6667	100.788	6
F32A5.8	216.6667	141.054	6
mpz-6	217.0	19.8158	6
abt-1	217.0	87.4414	6
Y62F5A.10	217.6667	61.0701	6
Y18D10A.21	218.0	93.4915	6
vav-1	218.0	157.2853	6
ZK1193.2	218.0	145.3983	6
cest-32	218.0	150.7072	6
klp-3	218.0	167.5967	6
chk-2	218.3333	190.3511	6
cnnm-4	218.3333	92.0447	6
bigr-1	218.6667	109.2561	6
E_BE45912.2	219.0	35.6931	6
cah-4	219.0	243.3612	6
nlp-33	219.0	178.2582	6
ncx-3	219.3333	183.2236	6
T28B8.4	219.6667	122.5298	6
F54H5.5	219.6667	47.1475	6
F26A3.4	219.6667	121.8916	6
F54H12.5	219.6667	77.3793	6
F18A11.3	219.6667	80.093	6
F17C11.4	220.0	64.3325	6
dpy-7	220.0	301.9371	6
gei-1	220.3333	133.7817	6
his-47	220.3333	92.6691	6
btb-7	220.3333	51.7	6
lev-10	220.6667	155.9537	6
T24B8.4	220.6667	116.9796	6
C01G5.4	221.0	135.3539	6
T02D1.8	221.3333	119.5055	6
unc-98	221.3333	161.8689	6
Y57G11C.8	221.3333	86.5538	6
ins-34	221.6667	109.4359	6
ugt-28	221.6667	50.5591	6
ZK507.1	221.6667	16.2138	6
asd-2	221.6667	158.1757	6
kin-34	222.0	157.9937	6
T05B11.1	222.6667	113.1557	6
F25H2.7	222.6667	97.3801	6
F15D3.4	222.6667	71.3411	6
clec-52	223.3333	20.7579	6
R05H11.1	223.3333	115.4277	6
zip-8	223.3333	250.488	6
hpl-1	223.3333	91.2226	6
W04A8.2	223.3333	118.7275	6
F10C1.9	223.6667	153.5021	6
W03B1.9	223.6667	81.8386	6
pitp-1	223.6667	152.7314	6
Y57G11C.23	223.6667	140.763	6
skr-4	224.0	163.7009	6
hum-7	224.3333	77.9843	6
C09F5.1	224.3333	137.6525	6
F56D5.6	224.3333	122.6087	6
ptr-25	224.3333	275.4152	6
T21G5.1	224.6667	76.8086	6
F42H11.1	225.0	86.5679	6
F02D10.6	225.0	59.716	6
F23D12.2	225.0	132.773	6
arc-1	225.6667	134.227	6
pbo-1	225.6667	160.0673	6
ifd-2	225.6667	159.6879	6
gei-15	226.0	196.3178	6
nstp-1	226.0	29.3371	6
C32D5.4	226.3333	55.6497	6
Y106G6E.4	226.3333	49.4593	6
W09C3.1	226.6667	105.957	6
F54H5.3	227.0	121.6909	6
ccd-5	227.0	98.6205	6
K03H1.12	227.0	26.8701	6
R03D7.8	227.0	90.9212	6
F35A5.1	227.3333	160.0673	6
Y43B11AR.1	227.3333	103.2225	6
pbo-4	227.3333	207.7969	6
C34F6.10	227.3333	104.7738	6
mfsd-10	227.6667	80.3921	6
tlp-1	228.0	142.9196	6
srf-3	228.0	72.1665	6
pha-4	228.0	208.2755	6
K10B3.5	228.0	139.609	6
F15E6.6	228.0	158.4677	6
Y116A8C.24	228.3333	75.3761	6
B0302.5	228.3333	119.4022	6
nhr-119	228.3333	125.8421	6
nspe-1	228.6667	320.5592	6
pgp-3	228.6667	190.8862	6
ZK177.2	228.6667	124.9062	6
T25B9.4	228.6667	72.4078	6
F25H5.8	229.0	64.5652	6
Y55F3BL.4	229.0	36.7786	6
F17C8.9	229.3333	216.4953	6
slc-46A	229.3333	30.0925	6
hsp-43	229.3333	134.9971	6
idhg-2	229.6667	177.3703	6
jmjd-3.1	229.6667	233.32	6
C52B11.5	230.0	142.0235	6
Y102A5C.36	230.0	68.644	6
K10B4.3	230.0	179.9796	6
dhs-2	230.0	174.2661	6
ccch-1	230.3333	194.0349	6
F48E3.6	230.3333	176.4867	6
F43G6.8	230.3333	85.0346	6
col-154	230.3333	147.5858	6
C03B1.7	230.6667	142.8293	6
lin-17	230.6667	136.7853	6
Y48G9A.11	231.3333	45.1097	6
atg-4.2	231.6667	109.2652	6
nhr-182	231.6667	64.0746	6
Y50D4A.5	232.0	28.2843	6
AH6.3	232.3333	180.0451	6
F54D1.6	232.3333	183.5435	6
msp-74	233.0	37.3184	6
cls-1	233.0	162.9806	6
nhr-62	233.3333	128.7642	6
snt-2	234.0	76.8939	6
F10A3.4	234.0	223.7603	6
C32F10.4	234.3333	129.4201	6
F10D2.10	234.3333	62.6968	6
F35G12.7	235.0	83.6939	6
F09C8.1	235.0	96.7609	6
Y37A1A.4	235.0	113.7483	6
F56D6.22	235.0	70.9131	6
his-64	235.6667	171.1925	6
Y54G2A.50	235.6667	124.4785	6
C09H5.7	235.6667	69.9349	6
ptp-4A2	236.0	144.9437	6
C18E3.3	236.0	94.5304	6
F59A3.8	236.0	118.7125	6
T19D12.2	236.3333	163.3673	6
C08H9.15	236.6667	144.5921	6
chca-1	236.6667	152.4059	6
sdz-21	236.6667	151.2621	6
pxd-1	236.6667	173.8588	6
adt-2	236.6667	204.2814	6
T23F2.3	236.6667	138.8868	6
hil-7	236.6667	331.1639	6
cfz-2	237.0	174.7398	6
C45E5.1	237.0	131.9419	6
Y59A8B.21	237.0	141.7063	6
C39D10.8	237.0	147.3793	6
hch-1	237.0	331.6333	6
K01D12.7	237.3333	13.8163	6
T07E3.4	237.3333	131.1725	6
C15H9.5	237.6667	132.1119	6
T11B7.1	237.6667	203.9744	6
F26A1.3	237.6667	120.7155	6
ZK945.6	238.0	83.5504	6
K11D12.12	238.3333	15.8395	6
T08G11.2	238.3333	158.1146	6
egl-10	238.3333	102.6591	6
dgat-2	238.3333	111.8044	6
sipa-1	238.6667	108.9781	6
spe-47	238.6667	29.5334	6
T04F3.1	238.6667	137.466	6
cpn-2	239.0	197.2832	6
Y57A10A.2	239.0	140.2926	6
T04D3.8	239.3333	129.1235	6
W05F2.8	239.3333	90.783	6
R03D7.2	239.3333	133.2525	6
ztf-27	239.6667	106.9621	6
ckc-1	239.6667	170.9275	6
unc-120	240.0	258.9569	6
attf-5	240.0	146.2806	6
egal-1	240.3333	157.1864	6
nep-18	240.3333	77.6502	6
ZC434.9	240.3333	219.2447	6
tsp-14	240.3333	133.0923	6
dhs-26	240.3333	243.4507	6
F49C12.7	240.3333	151.1938	6
mlt-8	240.3333	279.7586	6
F40H3.2	240.3333	238.2958	6
F41B4.3	240.6667	120.8479	6
F47B8.2	240.6667	88.8832	6
Y54E5A.2	241.0	46.1808	6
F13E9.5	241.0	161.0217	6
Y32H12A.6	241.3333	107.0213	6
best-19	241.3333	45.021	6
R02F11.3	241.3333	122.1374	6
sdz-7	241.3333	262.9782	6
rml-4	242.0	285.1467	6
lido-1	242.3333	159.6294	6
clec-223	242.6667	153.0519	6
F21D5.3	242.6667	154.9502	6
mboa-7	243.0	61.5305	6
his-55	243.0	146.5219	6
ZC250.4	243.0	173.4897	6
ZK892.3	243.0	123.6878	6
mlk-1	243.0	155.3083	6
W02B12.1	243.3333	167.3964	6
F46F11.7	243.3333	20.806	6
Y48G9A.9	243.3333	154.3207	6
gst-29	243.6667	152.6157	6
T22B2.1	243.6667	243.4986	6
F37A8.2	244.0	45.3652	6
sbt-1	244.0	240.6117	6
gst-12	244.0	122.4091	6
btb-14	244.3333	193.6084	6
Y53C12A.11	244.6667	175.1425	6
twk-5	244.6667	56.8761	6
ZK616.61	244.6667	176.4319	6
F37A8.1	245.0	69.455	6
grl-10	245.0	151.0585	6
Y46G5A.34	245.0	73.6523	6
K09A9.6	245.0	189.6119	6
Y56A3A.30	245.3333	38.612	6
C31E10.6	245.3333	123.9901	6
F34D10.9	246.0	41.3844	6
R09F10.1	246.3333	107.1458	6
egl-44	246.3333	183.5944	6
fbxa-107	246.3333	8.0139	6
T27D12.1	246.6667	161.5391	6
F10E9.2	246.6667	66.64	6
R02D5.1	246.6667	125.9744	6
Y54G2A.11	247.0	145.6114	6
F33D11.7	247.0	73.5572	6
Y71F9B.13	247.3333	122.4237	6
lect-2	247.6667	228.516	6
fbxb-59	247.6667	237.4101	6
hsp-12.1	248.0	318.9493	6
che-10	248.0	181.4001	6
grl-4	248.3333	238.3587	6
shc-1	248.3333	83.9696	6
phy-2	248.3333	220.2882	6
mtp-18	248.6667	106.3965	6
asm-2	248.6667	137.4538	6
Y51B9A.5	248.6667	59.3652	6
pph-2	248.6667	91.6964	6
C39B5.2	249.0	195.2708	6
R155.3	249.0	156.9862	6
T09F5.10	249.0	104.3935	6
nhr-122	249.3333	73.6176	6
C50F7.3	249.3333	28.5696	6
C02F5.12	249.3333	99.0634	6
fbxa-197	249.3333	120.173	6
his-63	249.6667	159.8089	6
C35B8.3	249.6667	158.6323	6
ZK858.5	250.0	71.419	6
myo-5	250.0	154.2271	6
W03D8.5	250.0	180.4162	6
taf-11.3	250.0	55.3052	6
F39H12.3	250.0	133.9129	6
Y5H2B.3	250.0	183.7516	6
dct-11	250.3333	160.4459	6
F44D12.6	250.3333	36.7544	6
F45G2.9	250.3333	43.022	6
his-46	250.3333	174.5114	6
pes-4	250.3333	159.786	6
lgc-34	250.6667	158.9053	6
hsp-12.2	250.6667	109.6459	6
sgk-1	250.6667	132.2229	6
R09E10.5	250.6667	352.377	6
sfxn-1.1	250.6667	100.8277	6
C46G7.5	250.6667	137.2937	6
his-56	250.6667	156.7043	6
dct-9	251.0	36.1755	6
C27D8.3	251.0	160.4514	6
gpap-1	251.0	57.7985	6
glct-6	251.3333	47.2252	6
Y37D8A.16	251.3333	229.0856	6
gldi-7	251.3333	129.9803	6
cst-2	251.3333	165.8801	6
catp-3	251.6667	139.2272	6
ceh-51	252.0	261.9249	6
Y18D10A.3	252.0	131.4027	6
C14A4.13	252.0	84.1467	6
C06B3.6	252.0	147.6482	6
M05D6.3	252.0	94.9561	6
rabs-5	252.3333	189.5263	6
T18D3.6	252.3333	58.3571	6
nlp-31	252.3333	249.9791	6
Y69A2AL.2	252.3333	228.6429	6
ttr-25	252.3333	226.747	6
C08F1.10	252.6667	185.8052	6
ift-43	252.6667	82.1273	6
Y51A2D.13	253.0	125.4937	6
ZK616.8	253.0	32.4037	6
glf-1	253.3333	353.3236	6
F26H11.4	253.3333	128.6969	6
hdl-1	253.6667	123.624	6
sdz-9	253.6667	188.5282	6
C55A6.3	254.0	58.6572	6
F53B2.5	254.0	41.5291	6
eya-1	254.0	160.1811	6
F47B3.2	254.3333	65.774	6
dct-17	254.3333	181.2923	6
zgpa-1	254.3333	168.7154	6
nsy-7	254.3333	174.7424	6
crtc-1	254.3333	76.0278	6
K07H8.5	254.6667	53.3812	6
C18E9.5	254.6667	172.5772	6
dur-1	254.6667	168.6383	6
set-27	255.0	172.333	6
grd-10	255.0	280.0333	6
T01C8.2	255.3333	238.0607	6
Y73F8A.20	255.3333	151.7549	6
F53C3.1	255.3333	91.9142	6
semo-1	255.6667	164.5283	6
C05D12.4	256.0	210.4962	6
lgl-1	256.3333	169.6454	6
his-57	256.3333	114.8255	6
ZK892.5	256.6667	131.7633	6
F47B3.5	256.6667	171.7699	6
F14F7.4	256.6667	128.105	6
F17C11.11	256.6667	212.0713	6
Y34B4A.7	257.0	148.9362	6
cnnm-1	257.0	108.8516	6
C05D11.8	257.3333	117.3182	6
F10D11.5	257.3333	68.2463	6
emre-1	257.3333	107.7724	6
mlt-10	257.6667	128.313	6
F34D6.1	257.6667	236.081	6
aqp-4	257.6667	113.9659	6
btb-8	257.6667	177.2105	6
wht-6	257.6667	108.0195	6
ZK809.1	257.6667	100.692	6
cpd-2	258.0	119.6356	6
R144.13	258.0	17.6824	6
acn-1	258.0	331.7439	6
T28C6.8	258.3333	88.1073	6
rhgf-2	258.3333	179.0388	6
Y45F10B.13	258.3333	232.358	6
cyp-37A1	258.6667	170.8827	6
F22H10.6	258.6667	106.5531	6
ZK354.7	259.0	245.187	6
sfxn-1.2	259.3333	54.8351	6
his-38	259.6667	144.1442	6
T15B12.2	259.6667	108.42	6
ZC204.12	259.6667	208.4648	6
D1086.7	260.0	150.4859	6
pud-4	260.6667	211.5614	6
C54G4.2	260.6667	106.8405	6
F13E9.16	260.6667	38.0555	6
Y47G7B.2	261.0	77.8888	6
ife-4	261.0	155.6727	6
T27A8.2	261.3333	52.0021	6
ech-1.1	261.3333	112.322	6
cebp-2	261.6667	96.2855	6
R08A2.2	261.6667	72.3203	6
K06H7.8	262.0	37.0945	6
Y71F9AL.7	262.0	184.1865	6
clec-175	262.0	132.0707	6
Y110A2AL.4	262.0	281.987	6
W08E3.4	262.3333	51.6742	6
cyp-33C9	262.3333	164.7652	6
hdl-2	262.3333	159.4414	6
rev-3	262.3333	170.1476	6
nhr-57	262.6667	157.2945	6
R08F11.1	262.6667	169.5805	6
slfl-4	263.0	132.7353	6
F35C11.3	263.3333	136.8608	6
Y39E4B.11	263.3333	91.9505	6
plc-3	263.3333	142.7453	6
Y116A8C.33	263.6667	114.9647	6
gst-16	263.6667	53.6677	6
Y106G6D.5	264.0	176.505	6
Y49F6B.8	264.3333	118.159	6
his-65	264.3333	102.7305	6
D2062.1	264.3333	41.1042	6
Y34B4A.2	264.3333	111.2125	6
F23F12.12	264.3333	200.1871	6
bca-1	264.6667	141.2099	6
C24H10.2	264.6667	148.4236	6
nhx-5	264.6667	69.787	6
rsf-1	264.6667	228.1905	6
hda-5	265.0	119.2309	6
cyp-33A1	265.0	184.4469	6
Y18D10A.23	265.0	271.9645	6
F25H5.7	265.3333	176.8546	6
srp-6	265.6667	161.2624	6
R02C2.1	265.6667	176.7453	6
C02B8.6	265.6667	92.4854	6
Y73B3B.1	266.0	108.4835	6
mans-3	266.3333	182.8521	6
marc-2	266.3333	117.0252	6
B0379.1	266.3333	217.4769	6
his-45	266.3333	164.0779	6
F35G12.5	266.6667	160.894	6
hmit-1.3	266.6667	179.156	6
F33G12.6	266.6667	135.726	6
Y38F2AR.12	267.0	149.1331	6
trxr-2	267.3333	104.6401	6
W03D8.3	267.6667	26.6625	6
nhr-181	267.6667	31.4784	6
syp-3	268.0	161.4125	6
kgb-1	268.3333	142.8807	6
irld-14	268.3333	92.1098	6
M04B2.2	268.3333	153.9401	6
ZC581.2	268.3333	55.6497	6
sdz-28	268.3333	206.7677	6
Y19D2B.1	269.0	136.6772	6
gpx-5	269.0	262.3598	6
Y46G5A.8	269.3333	149.6782	6
sav-1	269.3333	104.1228	6
F01G10.5	269.3333	157.5867	6
sulp-6	269.3333	96.0428	6
unc-53	269.3333	204.3157	6
T16G12.7	269.6667	77.2197	6
M151.3	269.6667	65.7892	6
ref-1	269.6667	152.1761	6
Y92H12BL.4	270.3333	29.409	6
fbxb-54	270.3333	195.7623	6
C23G10.1	270.3333	51.4479	6
dhs-18	270.3333	226.7338	6
cst-1	270.6667	209.4602	6
vhl-1	270.6667	122.7391	6
W05H7.1	271.0	90.5796	6
C49A9.10	271.0	54.1849	6
C01G10.14	271.3333	93.5818	6
his-32	271.6667	143.0253	6
ZK1225.4	272.0	206.593	6
sdz-18	272.0	291.6333	6
C42C1.12	272.0	43.909	6
sdz-26	272.3333	180.7988	6
F22E5.20	272.3333	226.2511	6
Y22D7AL.15	272.6667	109.8312	6
dct-1	272.6667	148.3742	6
C06B8.7	272.6667	253.3592	6
F32E10.9	273.0	131.5219	6
mua-3	273.0	241.2468	6
R10E12.2	273.0	94.3716	6
lgmn-1	273.0	212.4586	6
acl-13	273.0	59.5371	6
R10E11.6	273.3333	84.6968	6
mai-1	273.3333	84.8384	6
Y105E8B.6	273.6667	47.7237	6
madd-2	274.0	145.4166	6
dnj-18	274.0	129.4166	6
B0280.11	274.0	163.236	6
ech-3	274.0	147.0782	6
atf-6	274.3333	149.6982	6
C50C3.2	274.3333	167.8518	6
Y55B1AR.4	274.3333	165.6509	6
K07A12.5	274.3333	171.356	6
C10B5.1	274.3333	15.1731	6
F36A2.12	274.6667	10.1434	6
R09E10.1	274.6667	118.3479	6
lec-11	274.6667	195.0561	6
C17F3.3	276.0	288.7225	6
lin-25	276.0	190.4538	6
inso-1	276.3333	106.3213	6
nhr-10	276.3333	95.2552	6
kin-24	276.3333	56.0377	6
C24A3.2	276.3333	190.7045	6
F57B9.8	276.3333	41.652	6
EGAP2.1	276.6667	92.5863	6
